,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2M,RH2M,CLOUD_AMT,WS2M,PRECTOTCORR
1/9/2020,5.8104,5.8495,24.47,52.21,8.39,2.57,0
1/10/2020,5.2426,5.3218,24.83,55.3,11.63,1.81,0
1/11/2020,5.0184,5.0866,25.98,59.83,27.94,0.83,0
1/12/2020,4.3754,5.0563,26.06,48.32,55.44,1.48,0
1/13/2020,5.5529,5.6131,27.34,45.71,8.81,1.13,0
1/14/2020,5.8159,5.8373,27.28,47.39,5.32,1.1,0
1/15/2020,5.8649,5.9472,25.13,51.45,16.08,3.21,0
1/16/2020,5.7353,5.7775,22.78,49.51,13.95,3.17,0
1/17/2020,5.9148,5.971,22.59,51.64,23.25,2.9,0
1/18/2020,5.5877,5.6232,23.24,51.31,19.31,2.86,0
1/19/2020,4.8254,4.8665,23.36,51.51,16.55,2.52,0
1/20/2020,4.771,4.9632,24.29,55.72,34.88,2.51,0
1/21/2020,4.9834,5.1305,24.61,54.86,20.06,2.21,0
1/22/2020,6.3197,6.3574,24.03,50.73,22.29,3.25,0
1/23/2020,5.4977,6.1282,22.35,50.71,53.39,3.31,0
1/24/2020,6.7394,6.767,21.89,43.01,14.81,3.79,0
1/25/2020,6.4706,6.5328,21.04,42.26,27.02,4.35,0
1/26/2020,6.127,6.1848,20.66,47.71,32.04,3.15,0
1/27/2020,6.0785,6.1356,21.95,45.97,27.45,2.34,0
1/28/2020,5.5946,5.8109,22.09,47.31,47.67,2.19,0
1/29/2020,5.2692,6.1421,22.22,46.12,47.25,2.97,0
1/30/2020,6.0257,6.2182,22.23,46.22,14.84,2.79,0
1/31/2020,6.2995,6.3413,22.86,44.42,7.74,2.47,0
2/1/2020,6.1718,6.1802,22.39,46.32,0.95,3.13,0
2/2/2020,5.8685,5.8759,23.13,44.17,2.23,2.56,0
2/3/2020,5.8426,5.893,22.9,44.38,26.79,2.33,0
2/4/2020,5.6304,5.748,23.42,45.15,7.94,2.44,0
2/5/2020,5.7821,5.7989,23.51,44.03,7.41,3.04,0
2/6/2020,5.7041,5.7286,23.64,45.06,17.54,2.5,0
2/7/2020,6.2314,6.2561,24.43,45.72,3.14,3.1,0
2/8/2020,6.2822,6.5002,24.42,46.06,17.02,2.99,0
2/9/2020,6.1231,6.1752,25.82,45.4,31.79,2.89,0
2/10/2020,4.6925,4.8566,24.72,50.36,33.99,2.46,0
2/11/2020,5.0786,5.2997,24.69,43.7,12.9,3.55,0
2/12/2020,4.885,5.0676,22.4,42.09,19.27,3.55,0
2/13/2020,5.0743,5.1425,22.35,46.13,10.49,2.77,0
2/14/2020,5.7317,5.7684,23.95,46.01,16.51,2.7,0
2/15/2020,6.2395,6.253,24.54,43.28,1.78,2.25,0
2/16/2020,6.5923,6.7942,25.28,42.2,30.26,2.48,0
2/17/2020,6.0002,6.2364,25.68,42.1,19.34,2.46,0
2/18/2020,5.5949,5.6287,24.42,44.85,15.4,2.05,0
2/19/2020,4.8854,5.401,25.38,44.38,25.41,2.81,0
2/20/2020,5.7055,5.7593,26.05,44.45,7.76,2.65,0
2/21/2020,5.6587,5.7307,27.42,45.78,9.19,2.77,0
2/22/2020,5.7629,5.7775,27.15,46.9,1.8,3.15,0
2/23/2020,6.5011,6.5678,26.58,38.91,8.67,3.56,0
2/24/2020,6.5138,6.523,25.66,36.72,2.86,3.33,0
2/25/2020,5.2961,5.4089,25.76,39.71,19.32,2.9,0
2/26/2020,4.915,5.1391,25.35,43.54,29.88,2.05,0
2/27/2020,4.5326,4.8986,28.15,42.17,46.87,0.96,0
2/28/2020,4.1621,4.5722,28.21,44.8,91.5,1.24,0
2/29/2020,5.0407,5.2373,29.59,44.64,44.31,0.73,0
3/1/2020,5.4067,5.6376,29.24,52.64,75.04,1.06,0
3/2/2020,5.2541,5.4367,29.76,65.06,61.85,1.19,0.11
3/3/2020,3.4872,5.7451,29.57,52.82,98.27,1.35,0.13
3/4/2020,5.8747,6.2621,29.34,59.49,75.36,0.86,0.05
3/5/2020,5.8531,6.2827,29.86,51.23,73.55,1.07,0
3/6/2020,4.979,6.2117,29.24,56.84,85.49,1.03,0.01
3/7/2020,6.5393,6.6612,30.73,51.33,61.45,1.06,0
3/8/2020,6.1973,6.3658,30.91,54.67,63.66,1.12,0.03
3/9/2020,6.0965,6.4337,31.61,40.38,71.32,0.99,0
3/10/2020,6.2729,6.4978,31.14,54.32,67.44,1.54,0.04
3/11/2020,5.6983,6.2398,29.82,60.15,84.97,2.52,2.09
3/12/2020,5.6407,6.1265,28.43,59.42,80.98,1.63,0.02
3/13/2020,4.9838,5.7007,28.06,42.37,88.99,2.21,0
3/14/2020,4.3272,5.9273,27.87,33.47,98.31,2.46,0
3/15/2020,5.8411,6.1586,27.44,33.89,71.53,1.81,0
3/16/2020,6.7627,6.9017,28.55,33.67,52.02,1.27,0
3/17/2020,5.8834,5.9446,29.5,57.13,65.53,1.58,0
3/18/2020,5.9959,6.3396,30.73,58.56,75.32,1.02,0.05
3/19/2020,5.1919,5.7986,31.28,57.87,92.62,0.85,0.38
3/20/2020,5.1886,6.1577,31.13,60.35,98.15,1.11,1.3
3/21/2020,5.7158,6.3614,30.43,63.54,92.91,1.33,0.88
3/22/2020,5.839,6.4013,30.87,62.62,93.68,1.99,0.24
3/23/2020,5.4067,6.4939,29.83,65.07,95.84,1.85,0.74
3/24/2020,6.0149,6.5837,28.05,72.58,83.18,2.64,4.66
3/25/2020,6.3002,6.8854,28.86,67.71,76.71,1.86,2.56
3/26/2020,6.2342,6.7008,29.64,66.53,71.04,1.3,5.28
3/27/2020,6.8856,7.0219,31.06,57.25,58.65,1.14,0
3/28/2020,6.9958,7.1208,31.21,55.99,58.89,1.02,0
3/29/2020,6.5302,6.851,30.56,63.06,65.68,1.26,0.11
3/30/2020,5.3539,6.1438,30.1,66.67,98.89,1.36,0.08
3/31/2020,4.8118,5.9057,30.27,68.91,96.53,1.41,25.34
4/1/2020,6.0408,6.3629,29.32,73.33,84.06,1.74,0.53
4/2/2020,5.0698,6.4284,29.89,70.51,97.09,1.34,0.03
4/3/2020,6.6492,6.8774,29.92,68.91,61.24,1.57,0.79
4/4/2020,6.3163,7.0387,30.53,64.51,90.74,2.49,0.55
4/5/2020,6.1865,6.9533,29.43,68.74,83.49,1.45,0.16
4/6/2020,5.6621,6.7942,29.4,70.99,91.8,2.38,3.83
4/7/2020,6.8446,7.0294,29.76,66.75,60.61,1.67,3.38
4/8/2020,5.4514,7.0318,29.6,67.52,64.13,1.89,2.47
4/9/2020,4.9315,6.563,28.21,74.96,86.49,1.27,5.02
4/10/2020,4.9433,6.4567,25.03,81.95,88.09,1.87,19.03
4/11/2020,5.6623,6.3475,27.51,66.98,85.66,1.75,0.01
4/12/2020,6.2906,6.6758,27.25,63.87,69.94,1.24,0
4/13/2020,6.6182,6.9022,28.6,60.05,63.19,1.47,0
4/14/2020,6.5798,6.7049,29.09,64.92,56.4,1.13,26.24
4/15/2020,6.5342,6.8174,30.15,65.43,64.19,1.13,54.08
4/16/2020,6.6655,6.8794,29.87,58.84,65.29,1.55,0.01
4/17/2020,5.6376,6.7286,29.37,54.79,92.32,1.09,0
4/18/2020,5.369,6.7212,30.19,65.64,91.46,1.47,0.01
4/19/2020,5.9698,6.893,30.36,63.99,98.12,2.03,0.04
4/20/2020,6.3482,7.0214,30.19,61.79,82.76,1.97,0
4/21/2020,6.6036,6.9818,29.4,68.54,70.37,1.58,0.91
4/22/2020,5.4792,6.5544,29.01,72.2,77.45,1.53,2.05
4/23/2020,6.2767,6.8429,29.38,72.18,79.08,1.06,1.16
4/24/2020,6.5515,6.9192,28.78,74.06,75.24,1.33,1.47
4/25/2020,5.4506,6.6247,29.02,72.44,80.6,1.52,2.73
4/26/2020,5.2673,7.0505,28.11,79.91,91.92,1.49,10.08
4/27/2020,6.9348,7.1494,27.5,82.43,65.14,1.61,9.82
4/28/2020,6.9125,7.0514,29.46,73.79,55.69,1.31,2.2
4/29/2020,5.9995,7.0831,28.28,81.29,87.55,1.63,11.04
4/30/2020,5.2332,6.9326,27.73,81.2,95.3,1.55,8.94
5/1/2020,6.1044,6.9629,27.87,78.99,92.03,1.51,1.77
5/2/2020,6.816,6.9415,28.71,76.62,55.8,1.31,1.85
5/3/2020,5.4031,6.691,28.17,80.5,87.45,2.06,2.7
5/4/2020,5.976,6.8628,27.82,79.56,74.35,1.27,2.05
5/5/2020,6.7476,6.9948,29.2,70.65,64.97,1.37,0.82
5/6/2020,6.7654,7.0435,29.74,69.46,63.7,1.17,0.48
5/7/2020,6.1781,6.9007,29.8,72.13,73.99,1.13,0.92
5/8/2020,5.7523,6.4255,29.53,74.42,67.64,1.4,1.83
5/9/2020,5.6009,6.1822,29.27,74.71,43.17,1.27,4.12
5/10/2020,4.6325,6.6377,28.58,78.18,96.13,1.61,4.27
5/11/2020,5.5421,6.9926,27.74,76.6,80.44,2.01,2.6
5/12/2020,6.1937,7.1282,28.98,71.04,66.44,1.23,0.42
5/13/2020,5.8106,6.9058,28.25,69.15,79.19,1.37,1.21
5/14/2020,6.5042,6.942,29.04,63.36,65.37,1.2,0.76
5/15/2020,4.6066,6.9634,28.42,77.26,95.69,1.55,3.79
5/16/2020,6.7637,7.0226,28.94,73.3,63.24,1.36,2.89
5/17/2020,6.9576,7.1054,28.08,78.47,60.84,1.08,9.78
5/18/2020,5.5166,6.7322,28.93,74.19,93.47,1.14,3.82
5/19/2020,3.0478,6.7702,27.72,80.41,96.33,2.39,4.66
5/20/2020,5.4434,6.5237,28.54,71.97,71.47,2.8,3.67
5/21/2020,6.3475,6.8405,28.83,72.49,63.49,2.16,2.9
5/22/2020,5.1636,6.7843,27.81,76.63,90.29,1.95,4.53
5/23/2020,5.9062,6.9881,28.19,75.57,76.14,1.14,0.82
5/24/2020,2.7814,7.0142,27.49,79.47,93.51,0.82,3.72
5/25/2020,4.7496,6.7265,27.02,82.63,94.18,1.05,4.76
5/26/2020,6.3103,6.9485,27.32,81.94,72.45,1.02,4.32
5/27/2020,5.0009,6.6161,27.24,84.01,86.23,0.91,4.53
5/28/2020,3.822,6.6984,27.29,81.74,99,1.09,1.59
5/29/2020,6.3965,7.0135,27.4,81.18,80.31,1.14,0.69
5/30/2020,5.5457,6.8484,26.5,84.53,78.76,1.62,13.73
5/31/2020,6.013,6.545,26.94,82.76,79.59,1.1,6.11
6/1/2020,2.203,6.5292,27.18,84.09,95.87,1.18,3.64
6/2/2020,5.5697,6.7685,27.36,84,98.51,1.69,4.21
6/3/2020,6.1387,6.8628,27.98,80.81,74.75,1.7,3.21
6/4/2020,2.7756,6.617,27.1,84.53,95.48,1.46,1.6
6/5/2020,5.118,6.8806,27.1,84.36,62.35,1.42,11.13
6/6/2020,4.8943,6.7188,26.68,85.04,97.66,0.92,10.34
6/7/2020,6.3713,6.883,27.23,83.32,58.95,1.55,14.24
6/8/2020,6.367,6.9919,27.68,82.1,55.74,1.23,10.33
6/9/2020,4.3027,6.8402,25.77,89.79,88.66,1.99,19.99
6/10/2020,5.6016,6.8659,26.43,83.56,57.72,1.86,0.41
6/11/2020,4.9195,6.4831,27.01,82.26,79.49,1.6,1.97
6/12/2020,4.4482,6.7334,26.26,85.49,83.74,1.43,6.83
6/13/2020,5.8692,6.5086,26.2,85.59,49.87,0.94,4.82
6/14/2020,5.2567,6.6878,26.65,85.9,73.6,1.41,5.91
6/15/2020,5.6772,6.8198,27.86,82.62,59.53,1.46,0.75
6/16/2020,5.2385,6.605,27.7,83.89,82.66,1.17,1.08
6/17/2020,4.5091,6.6062,26.99,86.88,96.77,1.66,3.72
6/18/2020,3.6749,6.6502,25.57,88.72,99.42,2.16,4.54
6/19/2020,5.249,6.9826,25.67,83.18,87.09,1.83,3.08
6/20/2020,5.4446,6.6192,26.75,78.53,82.04,0.97,1.63
6/21/2020,5.3078,6.475,26.96,82.07,72.13,1.67,1.46
6/22/2020,4.5732,6.5383,26.56,81.45,80.15,1.57,1.13
6/23/2020,5.5714,6.9269,27.18,77.77,55.61,1.17,1.67
6/24/2020,6.0389,6.8738,27.37,79.3,47.99,1.33,0.78
6/25/2020,6.257,6.7675,26.71,84.56,85.68,1.39,4.79
6/26/2020,3.0439,6.3341,26.06,88.35,99.21,1.62,2.99
6/27/2020,4.495,6.0756,25.57,89.17,91.77,1.27,8.5
6/28/2020,4.7213,6.6785,25.94,85.39,93.26,1.24,4.9
6/29/2020,4.2643,6.6394,26.29,84.9,85.52,1.56,10.44
6/30/2020,4.4196,6.7692,25.48,88.28,94.86,1.69,2.76
7/1/2020,5.286,6.8506,26.07,83.23,67.37,1.14,1.01
7/2/2020,6.0523,6.8594,27.01,82.43,56.63,1.26,0.34
7/3/2020,4.7782,6.8688,27.05,84.31,79.49,1.61,3.45
7/4/2020,4.0313,6.5244,26.09,86.93,99.58,2.08,2.75
7/5/2020,4.183,6.8914,25.14,88.37,92.71,1.62,17.92
7/6/2020,4.103,6.7963,26.19,83.28,96.9,0.98,1.56
7/7/2020,5.6126,6.8498,25.29,87.78,86.33,1.52,7.37
7/8/2020,4.429,6.8047,25.82,84.97,91.9,1.46,9.42
7/9/2020,4.938,6.6142,26.55,82.35,81.66,1.38,4.21
7/10/2020,1.7378,6.3744,25.2,88.87,98.93,1.41,9.57
7/11/2020,4.4359,6.581,25.07,88.01,94.6,1.34,20.1
7/12/2020,3.3708,6.785,26.19,83.22,91.99,0.76,1.28
7/13/2020,3.9686,6.7421,25.9,85.2,84.81,1.55,0.92
7/14/2020,3.6809,6.7286,24.55,89.07,99.53,2.02,5.63
7/15/2020,4.3488,6.504,24.99,86.93,94.46,1.89,20.8
7/16/2020,3.8642,6.3686,24.78,85.99,95.72,1.47,18.38
7/17/2020,2.3299,6.643,24.76,85.59,97.07,1.56,24.89
7/18/2020,4.489,6.4469,24.25,88.66,92.65,1.38,5.03
7/19/2020,3.5194,6.4277,25.18,85.49,90.05,1.21,8.72
7/20/2020,4.7059,6.8494,25.11,88.54,84.81,1.61,8.63
7/21/2020,4.8442,6.864,24.44,87.64,77.02,1.15,9.23
7/22/2020,5.4127,6.9298,25.33,83.88,76.39,1.57,5.64
7/23/2020,3.2033,6.5455,25.29,87.51,97.13,1.75,19.89
7/24/2020,3.2479,6.607,24.84,90.54,97.57,1.52,43.35
7/25/2020,2.412,6.876,24.84,89.5,96.47,1.74,7.03
7/26/2020,4.9536,6.8561,25.65,87.05,76.63,1.35,8.24
7/27/2020,2.7086,6.7555,24.93,89.95,91.23,1.57,21.56
7/28/2020,4.7011,6.7654,24.59,89.02,83.28,1.69,5.78
7/29/2020,4.4302,6.8585,25.69,84.75,66.18,1.73,1.45
7/30/2020,4.9838,6.715,25.46,87.3,74.95,1.7,3.02
7/31/2020,2.8579,6.7483,24.9,90.71,84.86,1.79,42.6
8/1/2020,4.187,6.7603,25.69,84.26,77.4,1.95,0.86
8/2/2020,4.7309,6.6041,25.6,87.23,90.02,2.45,3.06
8/3/2020,2.7199,6.6067,24.56,90.21,98.78,2.62,10.37
8/4/2020,4.9642,6.8194,24.23,87.8,57.06,1.98,0.55
8/5/2020,4.1309,6.7042,25.08,85.86,84.43,2.47,2.89
8/6/2020,2.1418,6.996,23.82,89.23,99.6,3.03,1.93
8/7/2020,3.4438,6.9727,23.87,86.68,91.24,2.73,1.99
8/8/2020,5.9117,6.631,24.66,82.45,31.92,1.88,0.35
8/9/2020,5.5565,6.751,24.95,82.83,37.67,1.94,0.97
8/10/2020,2.9882,6.589,24.7,87.89,96.47,2.37,5.38
8/11/2020,4.3212,6.5556,24.26,85.88,77.9,1.77,3.36
8/12/2020,6.0929,6.7752,25.9,79.68,22.72,1.15,0.08
8/13/2020,5.7523,6.7867,26.04,82.29,75.39,1.51,11.75
8/14/2020,2.6275,6.5897,25.02,92.43,99.38,2.27,4.64
8/15/2020,6.2194,6.9787,26.24,78.5,29.06,1.88,0.07
8/16/2020,5.4245,6.9005,26.33,83.04,43.76,1.83,0.09
8/17/2020,6.0446,6.9842,27.07,83.54,69.42,1.12,0.18
8/18/2020,3.8815,6.7992,26.15,84.69,86.93,0.89,0.29
8/19/2020,5.6642,6.924,26.96,83.16,64.77,1.13,1.74
8/20/2020,4.4194,6.8434,26.52,87.52,97.79,1.31,5.17
8/21/2020,3.2472,6.7219,24.39,93.62,94.97,2.07,11.01
8/22/2020,4.7376,7.0063,25.82,85.14,71.25,1.54,2.46
8/23/2020,3.8335,6.9533,24.42,89.15,90.63,1.85,3.01
8/24/2020,2.0093,6.8957,23.64,91.88,98.84,2.45,11.27
8/25/2020,4.8718,7.2379,25.93,77.81,93.4,1.27,0.85
8/26/2020,4.2617,7.0056,26.37,79.36,97.25,1,2.51
8/27/2020,5.5082,6.8614,25.57,86.15,92.1,1.18,2.68
8/28/2020,3.2114,6.9466,25.03,86.94,99.53,1.89,15.64
8/29/2020,2.6297,6.8993,25.1,82.42,99.23,1.57,3.72
8/30/2020,4.5622,7.1486,24.88,85.46,94.84,1.45,3.43
8/31/2020,3.8906,7.1311,25.95,82.87,97.77,1.55,2.4
9/1/2020,2.4178,7.1659,24.72,90.36,98.1,1.22,13.34
9/2/2020,4.217,7.2007,24.13,89.68,70.37,1.48,24.71
9/3/2020,5.3897,7.1275,26.17,82.16,79.76,1.1,12.08
9/4/2020,1.4491,6.899,25.53,88.56,99.72,1.01,9.27
9/5/2020,3.5194,7.1059,23.97,92.21,97.37,1.66,19.16
9/6/2020,4.6438,7.1868,24.78,83.08,84.09,1.88,7.32
9/7/2020,5.2186,6.8892,26.09,78.89,75.39,0.79,2.14
9/8/2020,5.0647,6.8186,26.76,81.48,85.84,1.06,3.81
9/9/2020,3.9898,6.882,25.29,89.71,94.57,1.46,24.91
9/10/2020,4.609,6.9074,25.53,84.89,95.74,1.53,2.03
9/11/2020,4.4602,6.8342,26.56,79.72,81.46,0.62,3.06
9/12/2020,4.7849,6.2894,26.26,83.47,75.35,0.74,5
9/13/2020,4.0344,6.7368,25.55,88.63,97.36,1.2,5.19
9/14/2020,4.1405,6.6881,25.77,83.03,96.67,0.86,3.81
9/15/2020,2.951,6.7078,26.49,82.37,99.45,0.67,3.48
9/16/2020,4.3464,6.8268,25.75,87.91,87.19,2.55,3.32
9/17/2020,3.234,6.6355,25.92,83.54,74.57,1.2,2.53
9/18/2020,5.3813,6.8938,27.07,80.35,78.67,0.96,5.14
9/19/2020,6.4162,6.7579,27.29,83.14,62.1,1.32,15.63
9/20/2020,4.884,6.786,25.18,86.75,83.89,2.5,29.83
9/21/2020,2.2246,6.5983,24.98,85.41,89.58,1.34,7.21
9/22/2020,5.4895,6.7543,24.95,85.03,57.84,1.14,4.84
9/23/2020,5.0345,6.534,26.12,84.45,65.95,1.24,2.17
9/24/2020,4.7669,6.4918,25.8,88.65,96.31,1.25,11.4
9/25/2020,3.7973,6.7385,26.05,83.08,67.44,1,7.53
9/26/2020,2.8522,6.4582,25.19,89.64,98.78,1,18.2
9/27/2020,5.4115,6.4848,26.25,79.51,80.52,0.58,0.95
9/28/2020,4.5067,6.2662,26.56,79.67,93.64,0.57,3.11
9/29/2020,3.3228,6.4433,25.6,90.43,99.01,1.56,14.98
9/30/2020,3.3192,6.2945,24.57,90.28,97.55,1.35,5.45
10/1/2020,4.5922,6.6086,26.09,80.89,57.53,0.88,5.98
10/2/2020,4.5866,6.8832,26.95,81.08,79.96,1,6.43
10/3/2020,5.4607,6.6307,25.34,88.89,60.52,1.83,9.2
10/4/2020,5.9242,6.852,26.23,77.36,49.68,1.11,4.06
10/5/2020,5.2507,6.7164,27.45,77.03,83.86,0.86,3.89
10/6/2020,5.8049,6.6857,25.67,89.52,89.02,1.41,6.19
10/7/2020,4.5089,6.5537,25.75,83.64,89.4,1.52,2.43
10/8/2020,5.2236,6.6086,25.95,83.51,88.32,0.92,10.39
10/9/2020,4.5338,6.3816,25.52,82.91,84.4,1.12,9.06
10/10/2020,5.0194,6.7356,24.87,89.19,72.84,1.74,10.96
10/11/2020,4.8038,6.6866,26.18,81.68,79.85,0.87,3.18
10/12/2020,6.1507,6.5417,27.14,78.8,44.78,0.98,1.11
10/13/2020,5.3798,6.1541,27.18,79.92,56.08,0.7,2.44
10/14/2020,4.9781,6.0595,25.83,87.32,92.29,0.89,10.69
10/15/2020,5.6978,6.3874,26.21,84.83,56.45,0.95,9.59
10/16/2020,6.1037,6.587,26.39,84.32,59.44,1.22,5.67
10/17/2020,5.3304,6.5786,26.12,86.72,79.86,1.74,5.51
10/18/2020,5.8699,6.5856,26.31,84.23,62.39,0.95,4.63
10/19/2020,6.2712,6.6653,27.44,78.56,56.59,0.8,3.04
10/20/2020,6.3317,6.5182,27.33,79.13,41.46,0.71,1.46
10/21/2020,6.3434,6.5263,27.62,74.57,34.79,0.58,0.27
10/22/2020,6.4764,6.564,26.83,77.47,32.27,1.11,0.22
10/23/2020,6.3566,6.4944,25.81,71.89,39.52,1.55,0
10/24/2020,5.2591,6.305,25.98,70.29,86.96,1.5,0
10/25/2020,5.0777,5.693,25.65,77.15,58.37,1.6,0.05
10/26/2020,5.4494,6.0046,25.37,75.4,52.72,1.86,0
10/27/2020,6.1493,6.3569,25.19,68.23,20.59,1.57,0
10/28/2020,6.4159,6.4548,25.78,66.37,9.23,1.14,0
10/29/2020,6.5446,6.5779,25.38,67.52,2.78,1.66,0
10/30/2020,6.5813,6.6,25.48,70.12,1.75,1.74,0
10/31/2020,6.5362,6.5537,24.94,71.53,10.09,2.12,0
11/1/2020,5.999,6.3199,24.58,73.93,54.12,2.59,0
11/2/2020,5.1679,6.1546,24.21,78.16,87.67,2.23,0.2
11/3/2020,6.0319,6.1812,25.8,75.49,47.45,2.68,0.08
11/4/2020,5.5944,6.043,24.35,82.1,78.37,2.26,0.09
11/5/2020,5.4667,5.9628,25.6,73.77,56.94,2.14,0.41
11/6/2020,6.2837,6.3017,25.22,70.49,7.09,2.34,0
11/7/2020,5.7655,6.3029,25.03,69.22,47.9,2.03,0
11/8/2020,5.9422,5.9959,25.1,69.36,14.72,1.85,0
11/9/2020,5.8814,5.8966,25.09,65.41,20.7,2.14,0
11/10/2020,6.0238,6.1344,25.84,65.57,23.85,1.71,0
11/11/2020,6.0091,6.1361,25.56,66.89,41.82,1.7,0
11/12/2020,6.0866,6.1694,24.82,67.31,20.54,2.21,0.14
11/13/2020,6.007,6.072,23.82,70.72,21.06,1.8,0
11/14/2020,5.6902,6.0434,25.79,72.63,28.53,2.84,0
11/15/2020,5.7655,6.0727,24.99,70.04,22.66,2.94,0
11/16/2020,6.203,6.2162,23.97,69.73,0.67,2.49,0
11/17/2020,6.1351,6.2026,24.01,65.6,0.48,2.26,0
11/18/2020,5.7514,6.3324,23.65,63.69,56.84,2.79,0
11/19/2020,5.9282,6.228,23.61,65.33,41.14,2.36,0
11/20/2020,5.9894,6.091,25.1,65.89,42.86,2.17,0
11/21/2020,4.7395,5.7413,26.08,65.86,65.53,2.64,0
11/22/2020,5.6734,5.8087,25.84,68.19,58.61,2.22,0
11/23/2020,5.3585,5.8598,25.76,69.45,54.49,1.4,0
11/24/2020,4.9025,5.537,27.31,65.67,60.18,1.59,0
11/25/2020,5.4161,5.5649,27.13,62.12,30.14,1.88,0
11/26/2020,5.6635,5.7108,26.92,63.81,16.95,2.04,0
11/27/2020,5.639,5.7677,26.78,65.67,6.31,1.69,0
11/28/2020,5.6064,5.9167,26.49,63.39,12.3,2.26,0.04
11/29/2020,6.1498,6.1692,25.03,59.9,1.34,2.42,0
11/30/2020,6.3953,6.4133,24.14,57.04,1.55,2.72,0
12/1/2020,6.1622,6.1819,24.11,61.41,3.24,2.85,0
12/2/2020,6.2866,6.3026,23.56,61.03,5.77,2.34,0
12/3/2020,6.1978,6.2364,23.89,59.66,7.62,1.67,0
12/4/2020,5.922,6.205,25.66,50.47,25.23,1.24,0
12/5/2020,5.9066,6.0106,25.99,54.92,27.81,1.33,0
12/6/2020,5.9774,6.0689,26.15,51.12,19.93,1.67,0
12/7/2020,5.6914,5.7898,25.9,56.17,39.67,1.76,0
12/8/2020,5.7449,5.8819,25.03,62.81,26.36,1.93,0
12/9/2020,5.5282,5.9249,26,60.5,41.49,1.53,0
12/10/2020,5.9386,5.9875,26.02,55.71,15.12,1.72,0
12/11/2020,5.9587,5.9861,25.73,59.45,7.64,1.42,0
12/12/2020,5.8649,5.8942,26.88,58.9,7.41,1.04,0
12/13/2020,5.7631,5.7823,27.56,64.88,8.79,1.1,0.01
12/14/2020,5.7662,5.8202,27.29,59.75,10.9,1.32,0
12/15/2020,5.7322,5.8022,26.02,55.55,22.53,2.05,0
12/16/2020,6.1102,6.1522,25.25,57.59,14.12,2.87,0
12/17/2020,5.7046,5.9342,24.56,58.65,15.4,1.88,0
12/18/2020,5.4564,5.538,24.98,57.35,31.14,1.55,0
12/19/2020,5.449,5.5027,25.58,56.91,12.05,1.92,0
12/20/2020,5.1389,5.1792,25.47,57.18,8.58,1.79,0
12/21/2020,5.3993,5.6873,25.52,53.44,38.98,1.61,0
12/22/2020,4.9442,5.6662,26.3,51.25,40.08,1.55,0
12/23/2020,5.3762,5.5601,26.15,53.64,19.2,1.27,0
12/24/2020,5.5562,5.575,25.32,53.28,6.54,2.6,0
12/25/2020,5.9765,5.9954,23.69,58.85,4.2,3.29,0
12/26/2020,5.8034,5.8368,23.45,56.2,10.78,2.71,0
12/27/2020,5.3983,5.4331,24.1,58.9,10.16,1.95,0
12/28/2020,4.6834,4.7808,24.32,60.39,5.27,2.18,0
12/29/2020,4.4969,4.8043,25.11,60.65,31.57,2.26,0
12/30/2020,5.0532,5.4406,26.09,62.12,48.59,2.2,0
12/31/2020,5.4907,5.5104,26.75,58.35,4.71,2.44,0
1/1/2021,5.5423,5.6582,27.04,53.14,11.58,1.93,0
1/2/2021,5.3052,5.3858,27.35,53.83,35.31,1.37,0
1/3/2021,5.2212,5.4384,28.27,57.69,13.75,0.8,0.04
1/4/2021,5.9786,6.0041,27.09,52.22,10.69,2.45,0
1/5/2021,5.7878,6.0449,26.45,52.89,18.09,2.5,0
1/6/2021,5.7566,5.8294,25.75,51.88,26.36,2.11,0
1/7/2021,5.4826,5.8718,25.24,51.91,51.81,2.74,0
1/8/2021,5.2416,5.8994,23.89,54.94,58.05,1.84,0
1/9/2021,6.1159,6.1572,24.63,52.07,11.45,2.53,0
1/10/2021,6.1651,6.1997,24.3,50.79,23.75,2.08,0
1/11/2021,6.0818,6.1632,24.6,46.7,25.9,2,0
1/12/2021,6.0614,6.1013,24.08,47.78,13.64,2.69,0
1/13/2021,6.1238,6.181,23.69,47.01,18.64,2.97,0
1/14/2021,5.7194,5.7895,23.08,47.49,29.58,2.83,0
1/15/2021,5.5246,5.6009,22.86,48.25,28.48,2.7,0
1/16/2021,5.3686,5.4228,23.3,44.29,34.21,2.45,0
1/17/2021,5.5145,5.5745,24.03,45.1,22.19,1.99,0
1/18/2021,5.9306,5.9534,24.28,46.88,11.71,2.74,0
1/19/2021,6.2294,6.2525,23.9,48.47,5.25,4.05,0
1/20/2021,5.7031,5.7391,23.19,47.49,14.55,3.79,0
1/21/2021,5.9626,5.9942,22.82,45.74,9.29,3.35,0
1/22/2021,5.2954,5.4706,22.51,50.27,26.25,3.05,0
1/23/2021,4.8122,5.0304,22.5,51.51,58.23,2.56,0
1/24/2021,5.7137,6.023,24.47,50.81,26.3,2.6,0
1/25/2021,5.9112,5.9873,24.72,50.63,24.51,2.66,0
1/26/2021,5.7166,5.7602,24.98,49.91,15.45,2.35,0
1/27/2021,5.7103,5.735,24.7,51.19,11.37,2.38,0
1/28/2021,5.8135,5.9237,24.27,49.71,9.69,3.01,0
1/29/2021,6.1308,6.1865,24.41,47.66,9.31,3.02,0
